Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2022-01-26,Manipur,130951,3599,125321,2031
2022-01-26,Meghalaya,89161,2360,85302,1499
2022-01-26,Mizoram,164128,11804,151734,590
2022-01-26,Nagaland,33818,775,32335,708
2022-01-26,Odisha,1217842,67149,1142161,8532
2022-01-26,Puducherry,155254,16394,136948,1912
2022-01-26,Punjab,723052,42589,663404,17059
2022-01-26,Rajasthan,1149153,92692,1047321,9140
2022-01-26,Sikkim,37333,2082,34827,424
2022-01-26,Tamil Nadu,3194260,211270,2945678,37312
2022-01-26,Telangana,743354,36269,703008,4077
2022-01-26,Tripura,99290,7727,90682,881
2022-01-26,Uttar Pradesh,1969368,86563,1859717,23088
2022-01-26,Uttarakhand,407358,31236,368625,7497
2022-01-26,West Bengal,1974285,80168,1873706,20411
2022-02-26,Andaman and Nicobar Islands,10016,15,9872,129
2022-02-26,Andhra Pradesh,2317464,4709,2298033,14722
2022-02-26,Arunachal Pradesh,64402,178,63928,296
2022-02-26,Assam,724088,1610,715840,6638
2022-02-26,Bihar,829953,349,817349,12255
2022-02-26,Chandigarh,91687,167,90356,1164
2022-02-26,Chhattisgarh,1150539,1961,1134554,14024
2022-02-26,Dadra and Nagar Haveli and Daman and Diu,11438,1,11433,4
2022-02-26,Delhi,1858614,2085,1830412,26117
2022-02-26,Goa,244938,347,240791,3800
2022-02-26,Gujarat,1222119,2538,1208657,10924
2022-02-26,Haryana,980759,2310,967898,10551
2022-02-26,Himachal Pradesh,283073,1322,277637,4114
2022-02-26,Jammu and Kashmir,452817,995,447074,4748
2022-02-26,Jharkhand,434271,520,428436,5315
2022-02-26,Karnataka,3939915,7556,3892459,39900
2022-02-26,Kerala,6491418,38040,6388398,64980
2022-02-26,Ladakh,27971,230,27513,228
2022-02-26,Lakshadweep,11397,14,11331,52
2022-02-26,Madhya Pradesh,1037696,4809,1022161,10726
2022-02-26,Maharashtra,7863623,12682,7707254,143687
2022-02-26,Manipur,136690,536,134046,2108
2022-02-26,Meghalaya,93413,211,91627,1575
2022-02-26,Mizoram,212217,8106,203456,655
2022-02-26,Nagaland,35395,139,34502,754
2022-02-26,Odisha,1284323,2843,1272428,9052
2022-02-26,Puducherry,165690,202,163528,1960
2022-02-26,Punjab,757859,848,739310,17701
2022-02-26,Rajasthan,1278355,5739,1263081,9535
2022-02-26,Sikkim,39060,78,38540,442
2022-02-26,Tamil Nadu,3448088,8150,3401938,38000
2022-02-26,Telangana,788383,3810,780462,4111
2022-02-26,Tripura,100859,42,99898,919
2022-02-26,Uttar Pradesh,2066835,4409,2038979,23447
2022-02-26,Uttarakhand,435912,2342,425891,7679
2022-02-26,West Bengal,2014567,1988,1991410,21169
2022-03-26,Andaman and Nicobar Islands,10032,2,9901,129
2022-03-26,Andhra Pradesh,2319407,429,2304248,14730
2022-03-26,Arunachal Pradesh,64484,1,64187,296
2022-03-26,Assam,724195,1363,716193,6639
2022-03-26,Bihar,830448,33,818159,12256
2022-03-26,Chandigarh,91903,23,90715,1165
2022-03-26,Chhattisgarh,1152038,140,1137864,14034
2022-03-26,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-03-26,Delhi,1864358,466,1837742,26150
2022-03-26,Goa,245267,34,241403,3830
2022-03-26,Gujarat,1223845,282,1212621,10942
2022-03-26,Haryana,984924,398,973923,10603
2022-03-26,Himachal Pradesh,284459,212,280115,4132
2022-03-26,Jammu and Kashmir,453637,135,448752,4750
2022-03-26,Jharkhand,435111,76,429720,5315
2022-03-26,Karnataka,3945168,1834,3903286,40048
2022-03-26,Kerala,6530150,5219,6457300,67631
2022-03-26,Ladakh,28218,22,27968,228
2022-03-26,Lakshadweep,11402,0,11350,52
2022-03-26,Madhya Pradesh,1040992,132,1030126,10734
2022-03-26,Maharashtra,7873231,892,7724560,147779
2022-03-26,Manipur,137070,33,134917,2120
2022-03-26,Meghalaya,93754,51,92110,1593
2022-03-26,Mizoram,223647,1274,221693,680
2022-03-26,Nagaland,35470,20,34692,758
2022-03-26,Odisha,1287378,442,1277819,9117
2022-03-26,Puducherry,165774,9,163803,1962
2022-03-26,Punjab,759002,115,741147,17740
2022-03-26,Rajasthan,1282833,283,1272999,9551
2022-03-26,Sikkim,39133,18,38664,451
2022-03-26,Tamil Nadu,3452612,446,3414141,38025
2022-03-26,Telangana,791074,575,786388,4111
2022-03-26,Tripura,100871,1,99951,919
2022-03-26,Uttar Pradesh,2070486,491,2046502,23493
2022-03-26,Uttarakhand,437146,552,428903,7691
2022-03-26,West Bengal,2017072,738,1995137,21197
2022-04-26,Andaman and Nicobar Islands,10035,1,9905,129
2022-04-26,Andhra Pradesh,2319662,22,2304910,14730
2022-04-26,Arunachal Pradesh,64495,0,64199,296
2022-04-26,Assam,724207,9,716212,7986
2022-04-26,Bihar,830526,18,818252,12256
2022-04-26,Chandigarh,92007,41,90801,1165
2022-04-26,Chhattisgarh,1152241,23,1138184,14034
2022-04-26,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-26,Delhi,1875887,4168,1845551,26168
2022-04-26,Goa,245388,26,241530,3832
2022-04-26,Gujarat,1224257,93,1213221,10943
2022-04-26,Haryana,989762,1851,977293,10618
2022-04-26,Himachal Pradesh,284769,77,280558,4134
2022-04-26,Jammu and Kashmir,454004,50,449203,4751
2022-04-26,Jharkhand,435210,23,429870,5317
2022-04-26,Karnataka,3946998,1713,3905228,40057
2022-04-26,Kerala,6539722,2756,6468076,68890
2022-04-26,Ladakh,28245,6,28011,228
2022-04-26,Lakshadweep,11402,0,11350,52
2022-04-26,Madhya Pradesh,1041323,70,1030518,10735
2022-04-26,Maharashtra,7876925,929,7728162,147834
2022-04-26,Manipur,137215,17,135078,2120
2022-04-26,Meghalaya,93795,6,92196,1593
2022-04-26,Mizoram,226988,697,225596,695
2022-04-26,Nagaland,35488,0,34728,760
2022-04-26,Odisha,1287998,137,1278737,9124
2022-04-26,Puducherry,165781,4,163815,1962
2022-04-26,Punjab,759442,167,741527,17748
2022-04-26,Rajasthan,1283362,171,1273639,9552
2022-04-26,Sikkim,39149,2,38695,452
2022-04-26,Tamil Nadu,3453607,362,3415220,38025
2022-04-26,Telangana,791827,232,787484,4111
2022-04-26,Tripura,100879,0,99957,922
2022-04-26,Uttar Pradesh,2073102,1277,2048320,23505
2022-04-26,Uttarakhand,437399,439,429267,7693
2022-04-26,West Bengal,2018031,249,1996581,21201
2022-05-26,Andaman and Nicobar Islands,10041,2,9910,129
2022-05-26,Andhra Pradesh,2319898,62,2305105,14731
2022-05-26,Arunachal Pradesh,64504,1,64207,296
2022-05-26,Assam,724225,2,716237,7986
2022-05-26,Bihar,830734,52,818426,12256
2022-05-26,Chandigarh,92336,77,91094,1165
2022-05-26,Chhattisgarh,1152410,55,1138321,14034
2022-05-26,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-26,Delhi,1904664,1762,1876695,26207
2022-05-26,Goa,245702,98,241772,3832
2022-05-26,Gujarat,1225004,192,1213868,10944
2022-05-26,Haryana,1001507,1041,989845,10621
2022-05-26,Himachal Pradesh,285020,45,280839,4136
2022-05-26,Jammu and Kashmir,454212,59,449401,4752
2022-05-26,Jharkhand,435325,22,429985,5318
2022-05-26,Karnataka,3950978,1799,3909073,40106
2022-05-26,Kerala,6552284,4313,6478328,69643
2022-05-26,Ladakh,28261,4,28029,228
2022-05-26,Lakshadweep,11402,0,11350,52
2022-05-26,Madhya Pradesh,1042326,296,1031294,10736
2022-05-26,Maharashtra,7883818,2175,7733786,147857
2022-05-26,Manipur,137231,1,135110,2120
2022-05-26,Meghalaya,93822,2,92227,1593
2022-05-26,Mizoram,228226,162,227366,698
2022-05-26,Nagaland,35496,1,34735,760
2022-05-26,Odisha,1288390,121,1279143,9126
2022-05-26,Puducherry,165845,27,163856,1962
2022-05-26,Punjab,760241,113,742376,17752
2022-05-26,Rajasthan,1285353,495,1275303,9555
2022-05-26,Sikkim,39165,3,38710,452
2022-05-26,Tamil Nadu,3455040,371,3416644,38025
2022-05-26,Telangana,792997,398,788488,4111
2022-05-26,Tripura,100887,0,99964,923
2022-05-26,Uttar Pradesh,2079010,830,2054661,23519
2022-05-26,Uttarakhand,437834,475,429666,7693
2022-05-26,West Bengal,2019191,358,1997630,21203
2022-06-26,Andaman and Nicobar Islands,10126,37,9960,129
2022-06-26,Andhra Pradesh,2320882,518,2305633,14731
2022-06-26,Arunachal Pradesh,64516,4,64216,296
2022-06-26,Assam,724551,240,716323,7988
2022-06-26,Bihar,831917,639,819021,12257
2022-06-26,Chandigarh,93476,492,91819,1165
2022-06-26,Chhattisgarh,1153644,640,1138968,14036
2022-06-26,Dadra and Nagar Haveli and Daman and Diu,11460,9,11447,4
2022-06-26,Delhi,1929507,4717,1898541,26249
2022-06-26,Goa,247929,896,243200,3833
2022-06-26,Gujarat,1229708,2299,1216463,10946
2022-06-26,Haryana,1013454,3125,999707,10622
2022-06-26,Himachal Pradesh,285705,292,281272,4141
2022-06-26,Jammu and Kashmir,454742,294,449693,4755
2022-06-26,Jharkhand,435702,220,430162,5320
2022-06-26,Karnataka,3964702,4822,3919766,40114
2022-06-26,Kerala,6620686,27891,6522850,69945
2022-06-26,Ladakh,28353,43,28082,228
2022-06-26,Lakshadweep,11405,3,11350,52
2022-06-26,Madhya Pradesh,1043960,481,1032739,10740
2022-06-26,Maharashtra,7956173,24333,7783940,147900
2022-06-26,Manipur,137254,10,135124,2120
2022-06-26,Meghalaya,93897,25,92278,1594
2022-06-26,Mizoram,228895,173,228020,702
2022-06-26,Nagaland,35505,2,34742,761
2022-06-26,Odisha,1289191,416,1279649,9126
2022-06-26,Puducherry,166263,216,164085,1962
2022-06-26,Punjab,762041,831,743446,17764
2022-06-26,Rajasthan,1287796,822,1277411,9563
2022-06-26,Sikkim,39205,15,38737,453
2022-06-26,Tamil Nadu,3466872,6677,3422169,38026
2022-06-26,Telangana,798621,3613,790897,4111
2022-06-26,Tripura,100895,5,99967,923
2022-06-26,Uttar Pradesh,2087964,3607,2060825,23532
2022-06-26,Uttarakhand,438497,673,430129,7695
2022-06-26,West Bengal,2024479,3496,1999767,21216
2022-01-27,Andaman and Nicobar Islands,9605,545,8931,129
2022-01-27,Andhra Pradesh,2222573,106318,2101685,14570
2022-01-27,Arunachal Pradesh,60792,3309,57199,284
2022-01-27,Assam,704853,37410,661084,6359
2022-01-27,Bihar,817825,12597,793024,12204
2022-01-27,Chandigarh,87418,6149,80164,1105
2022-01-27,Chhattisgarh,1108450,29180,1065491,13779
2022-01-27,Dadra and Nagar Haveli and Daman and Diu,11250,175,11071,4
2022-01-27,Delhi,1810997,38315,1746972,25710
2022-01-27,Goa,234084,15719,214735,3630
2022-01-27,Gujarat,1107749,128192,969234,10323
2022-01-27,Haryana,927206,39588,877399,10219
2022-01-27,Himachal Pradesh,263914,11141,248812,3961
2022-01-27,Jammu and Kashmir,414772,47969,362168,4635
2022-01-27,Jharkhand,424337,13908,405143,5286
2022-01-27,Karnataka,3654413,357939,3257769,38705
2022-01-27,Kerala,5774857,301269,5421307,52281
2022-01-27,Ladakh,25215,1308,23684,223
2022-01-27,Lakshadweep,10898,267,10579,52
2022-01-27,Madhya Pradesh,924161,72224,841346,10591
2022-01-27,Maharashtra,7605181,302572,7160293,142316
2022-01-27,Manipur,131339,3744,125561,2034
2022-01-27,Meghalaya,89553,2494,85556,1503
2022-01-27,Mizoram,165661,12703,152367,591
2022-01-27,Nagaland,33948,828,32412,708
2022-01-27,Odisha,1225268,64487,1152239,8542
2022-01-27,Puducherry,156758,16298,138545,1915
2022-01-27,Punjab,728042,40319,670642,17081
2022-01-27,Rajasthan,1162202,94148,1058893,9161
2022-01-27,Sikkim,37539,1928,35186,425
2022-01-27,Tamil Nadu,3224236,213692,2973185,37359
2022-01-27,Telangana,747155,38023,705054,4078
2022-01-27,Tripura,99494,7108,91501,885
2022-01-27,Uttar Pradesh,1980239,80342,1876791,23106
2022-01-27,Uttarakhand,410262,32895,369866,7501
2022-01-27,West Bengal,1979254,67369,1891440,20445
2022-02-27,Andaman and Nicobar Islands,10016,12,9875,129
2022-02-27,Andhra Pradesh,2317605,3518,2299362,14725
2022-02-27,Arunachal Pradesh,64408,165,63947,296
2022-02-27,Assam,724099,1580,715881,6638
2022-02-27,Bihar,830003,331,817417,12255
2022-02-27,Chandigarh,91712,167,90380,1165
2022-02-27,Chhattisgarh,1150690,1887,1134777,14026
2022-02-27,Dadra and Nagar Haveli and Daman and Diu,11438,1,11433,4
2022-02-27,Delhi,1859054,2063,1830872,26119
2022-02-27,Goa,244981,322,240859,3800
2022-02-27,Gujarat,1222349,2275,1209148,10926
2022-02-27,Haryana,981084,2218,968311,10555
2022-02-27,Himachal Pradesh,283182,1201,277866,4115
2022-02-27,Jammu and Kashmir,452901,871,447282,4748
2022-02-27,Jharkhand,434337,510,428512,5315
2022-02-27,Karnataka,3940429,6978,3893532,39919
2022-02-27,Kerala,6494680,33736,6395737,65207
2022-02-27,Ladakh,27992,207,27557,228
2022-02-27,Lakshadweep,11399,10,11337,52
2022-02-27,Madhya Pradesh,1038196,4328,1023141,10727
2022-02-27,Maharashtra,7864516,11806,7709015,143695
2022-02-27,Manipur,136727,360,134258,2109
2022-02-27,Meghalaya,93437,189,91671,1577
2022-02-27,Mizoram,213118,7599,204864,655
2022-02-27,Nagaland,35401,128,34518,755
2022-02-27,Odisha,1284616,3132,1272428,9056
2022-02-27,Puducherry,165701,169,163570,1962
2022-02-27,Punjab,757980,787,739491,17702
2022-02-27,Rajasthan,1279003,5542,1263926,9535
2022-02-27,Sikkim,39062,62,38558,442
2022-02-27,Tamil Nadu,3448568,7164,3403402,38002
2022-02-27,Telangana,788624,3539,780974,4111
2022-02-27,Tripura,100860,33,99908,919
2022-02-27,Uttar Pradesh,2067138,4232,2039456,23450
2022-02-27,Uttarakhand,436008,2352,425977,7679
2022-02-27,West Bengal,2014803,1952,1991679,21172
2022-03-27,Andaman and Nicobar Islands,10032,2,9901,129
2022-03-27,Andhra Pradesh,2319448,395,2304323,14730
2022-03-27,Arunachal Pradesh,64484,0,64188,296
2022-03-27,Assam,724195,1362,716194,6639
2022-03-27,Bihar,830450,32,818162,12256
2022-03-27,Chandigarh,91909,27,90717,1165
2022-03-27,Chhattisgarh,1152050,147,1137869,14034
2022-03-27,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-03-27,Delhi,1864478,464,1837864,26150
2022-03-27,Goa,245276,37,241409,3830
2022-03-27,Gujarat,1223862,276,1212644,10942
2022-03-27,Haryana,984977,390,973980,10607
2022-03-27,Himachal Pradesh,284473,191,280150,4132
2022-03-27,Jammu and Kashmir,453652,138,448764,4750
2022-03-27,Jharkhand,435121,78,429728,5315
2022-03-27,Karnataka,3945247,1818,3903380,40049
2022-03-27,Kerala,6530646,4859,6457993,67794
2022-03-27,Ladakh,28218,18,27972,228
2022-03-27,Lakshadweep,11402,0,11350,52
2022-03-27,Madhya Pradesh,1040992,118,1030140,10734
2022-03-27,Maharashtra,7873369,893,7724697,147779
2022-03-27,Manipur,137081,40,134921,2120
2022-03-27,Meghalaya,93757,49,92115,1593
2022-03-27,Mizoram,223793,1227,221885,681
2022-03-27,Nagaland,35470,18,34694,758
2022-03-27,Odisha,1287421,484,1277819,9118
2022-03-27,Puducherry,165774,4,163808,1962
2022-03-27,Punjab,759019,113,741166,17740
2022-03-27,Rajasthan,1282863,271,1273041,9551
2022-03-27,Sikkim,39137,21,38665,451
2022-03-27,Tamil Nadu,3452647,418,3414204,38025
2022-03-27,Telangana,791110,536,786463,4111
2022-03-27,Tripura,100871,1,99951,919
2022-03-27,Uttar Pradesh,2070486,490,2046502,23494
2022-03-27,Uttarakhand,437164,519,428954,7691
2022-03-27,West Bengal,2017138,729,1995212,21197
2022-04-27,Andaman and Nicobar Islands,10035,1,9905,129
2022-04-27,Andhra Pradesh,2319666,18,2304918,14730
2022-04-27,Arunachal Pradesh,64495,0,64199,296
2022-04-27,Assam,724210,10,716214,7986
2022-04-27,Bihar,830533,22,818255,12256
2022-04-27,Chandigarh,92022,55,90802,1165
2022-04-27,Chhattisgarh,1152248,27,1138187,14034
2022-04-27,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-27,Delhi,1877091,4508,1846414,26169
2022-04-27,Goa,245395,27,241536,3832
2022-04-27,Gujarat,1224276,99,1213234,10943
2022-04-27,Haryana,990279,1983,977678,10618
2022-04-27,Himachal Pradesh,284778,72,280572,4134
2022-04-27,Jammu and Kashmir,454013,55,449207,4751
2022-04-27,Jharkhand,435212,22,429873,5317
2022-04-27,Karnataka,3947083,1728,3905298,40057
2022-04-27,Kerala,6539977,2660,6468401,68916
2022-04-27,Ladakh,28245,5,28012,228
2022-04-27,Lakshadweep,11402,0,11350,52
2022-04-27,Madhya Pradesh,1041336,75,1030526,10735
2022-04-27,Maharashtra,7877078,943,7728297,147838
2022-04-27,Manipur,137217,17,135080,2120
2022-04-27,Meghalaya,93795,3,92199,1593
2022-04-27,Mizoram,227152,759,225697,696
2022-04-27,Nagaland,35488,0,34728,760
2022-04-27,Odisha,1288007,123,1278760,9124
2022-04-27,Puducherry,165784,7,163815,1962
2022-04-27,Punjab,759476,178,741550,17748
2022-04-27,Rajasthan,1283412,203,1273657,9552
2022-04-27,Sikkim,39150,2,38696,452
2022-04-27,Tamil Nadu,3453679,404,3415250,38025
2022-04-27,Telangana,791857,238,787508,4111
2022-04-27,Tripura,100879,0,99957,922
2022-04-27,Uttar Pradesh,2073303,1316,2048482,23505
2022-04-27,Uttarakhand,437415,453,429269,7693
2022-04-27,West Bengal,2018067,266,1996600,21201
2022-05-27,Andaman and Nicobar Islands,10043,4,9910,129
2022-05-27,Andhra Pradesh,2319900,61,2305108,14731
2022-05-27,Arunachal Pradesh,64505,1,64208,296
2022-05-27,Assam,724226,3,716237,7986
2022-05-27,Bihar,830736,43,818437,12256
2022-05-27,Chandigarh,92359,94,91100,1165
2022-05-27,Chhattisgarh,1152417,55,1138328,14034
2022-05-27,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-27,Delhi,1905067,1661,1877198,26208
2022-05-27,Goa,245720,101,241787,3832
2022-05-27,Gujarat,1225035,204,1213887,10944
2022-05-27,Haryana,1001789,1106,990062,10621
2022-05-27,Himachal Pradesh,285025,45,280844,4136
2022-05-27,Jammu and Kashmir,454220,64,449404,4752
2022-05-27,Jharkhand,435327,21,429988,5318
2022-05-27,Karnataka,3951131,1777,3909248,40106
2022-05-27,Kerala,6553067,4512,6478900,69655
2022-05-27,Ladakh,28261,3,28030,228
2022-05-27,Lakshadweep,11402,0,11350,52
2022-05-27,Madhya Pradesh,1042379,307,1031336,10736
2022-05-27,Maharashtra,7884329,2361,7734110,147858
2022-05-27,Manipur,137232,2,135110,2120
2022-05-27,Meghalaya,93823,3,92227,1593
2022-05-27,Mizoram,228255,164,227393,698
2022-05-27,Nagaland,35496,1,34735,760
2022-05-27,Odisha,1288401,120,1279155,9126
2022-05-27,Puducherry,165845,22,163861,1962
2022-05-27,Punjab,760258,109,742397,17752
2022-05-27,Rajasthan,1285410,491,1275364,9555
2022-05-27,Sikkim,39165,2,38711,452
2022-05-27,Tamil Nadu,3455099,387,3416687,38025
2022-05-27,Telangana,793044,417,788516,4111
2022-05-27,Tripura,100887,0,99964,923
2022-05-27,Uttar Pradesh,2079151,828,2054804,23519
2022-05-27,Uttarakhand,437854,484,429677,7693
2022-05-27,West Bengal,2019231,361,1997667,21203
2022-06-27,Andaman and Nicobar Islands,10131,37,9965,129
2022-06-27,Andhra Pradesh,2320992,576,2305685,14731
2022-06-27,Arunachal Pradesh,64516,4,64216,296
2022-06-27,Assam,724587,256,716343,7988
2022-06-27,Bihar,832059,694,819108,12257
2022-06-27,Chandigarh,93552,495,91892,1165
2022-06-27,Chhattisgarh,1153742,696,1139010,14036
2022-06-27,Dadra and Nagar Haveli and Daman and Diu,11462,9,11449,4
2022-06-27,Delhi,1931398,4939,1900206,26253
2022-06-27,Goa,248041,928,243278,3835
2022-06-27,Gujarat,1230128,2463,1216719,10946
2022-06-27,Haryana,1013994,3089,1000283,10622
2022-06-27,Himachal Pradesh,285742,319,281282,4141
2022-06-27,Jammu and Kashmir,454798,321,449721,4756
2022-06-27,Jharkhand,435729,232,430177,5320
2022-06-27,Karnataka,3964835,4438,3920283,40114
2022-06-27,Kerala,6624064,27772,6526341,69951
2022-06-27,Ladakh,28362,49,28085,228
2022-06-27,Lakshadweep,11407,4,11351,52
2022-06-27,Madhya Pradesh,1044007,462,1032805,10740
2022-06-27,Maharashtra,7962666,24608,7790153,147905
2022-06-27,Manipur,137255,11,135124,2120
2022-06-27,Meghalaya,93905,29,92282,1594
2022-06-27,Mizoram,228904,171,228031,702
2022-06-27,Nagaland,35506,3,34742,761
2022-06-27,Odisha,1289259,440,1279693,9126
2022-06-27,Puducherry,166305,238,164105,1962
2022-06-27,Punjab,762209,908,743535,17766
2022-06-27,Rajasthan,1287957,858,1277536,9563
2022-06-27,Sikkim,39205,14,38738,453
2022-06-27,Tamil Nadu,3468344,7458,3422860,38026
2022-06-27,Telangana,799055,3762,791182,4111
2022-06-27,Tripura,100895,5,99967,923
2022-06-27,Uttar Pradesh,2088536,3653,2061350,23533
2022-06-27,Uttarakhand,438527,702,430130,7695
2022-06-27,West Bengal,2024972,3777,1999979,21216
2022-01-28,Andaman and Nicobar Islands,9624,504,8991,129
2022-01-28,Andhra Pradesh,2236047,109493,2111975,14579
2022-01-28,Arunachal Pradesh,61247,3332,57630,285
2022-01-28,Assam,708530,36522,665629,6379
2022-01-28,Bihar,818859,10322,796332,12205
2022-01-28,Chandigarh,87983,5420,81455,1108
2022-01-28,Chhattisgarh,1113095,27290,1072007,13798
2022-01-28,Dadra and Nagar Haveli and Daman and Diu,11261,151,11106,4
2022-01-28,Delhi,1815288,33175,1756369,25744
2022-01-28,Goa,235039,13269,218125,3645
2022-01-28,Gujarat,1120660,117884,992431,10345
2022-01-28,Haryana,932976,35581,887158,10237
2022-01-28,Himachal Pradesh,265734,10336,251430,3968
2022-01-28,Jammu and Kashmir,419731,46657,368432,4642
2022-01-28,Jharkhand,425229,12076,407862,5291
2022-01-28,Karnataka,3692496,328741,3325001,38754
2022-01-28,Kerala,5826596,309944,5463960,52692
2022-01-28,Ladakh,25348,1250,23875,223
2022-01-28,Lakshadweep,10944,280,10612,52
2022-01-28,Madhya Pradesh,933693,71203,851893,10597
2022-01-28,Maharashtra,7630606,291247,7197001,142358
2022-01-28,Manipur,131704,3760,125908,2036
2022-01-28,Meghalaya,89841,2415,85917,1509
2022-01-28,Mizoram,167725,13721,153413,591
2022-01-28,Nagaland,34059,850,32500,709
2022-01-28,Odisha,1231169,59223,1163396,8550
2022-01-28,Puducherry,157698,15751,140031,1916
2022-01-28,Punjab,732135,36941,678065,17129
2022-01-28,Rajasthan,1171429,87268,1074980,9181
2022-01-28,Sikkim,37651,1622,35602,427
2022-01-28,Tamil Nadu,3252751,213534,3001805,37412
2022-01-28,Telangana,751099,39520,707498,4081
2022-01-28,Tripura,99804,6631,92284,889
2022-01-28,Uttar Pradesh,1989095,72393,1893577,23125
2022-01-28,Uttarakhand,412701,31322,373865,7514
2022-01-28,West Bengal,1982862,55725,1906656,20481
2022-02-28,Andaman and Nicobar Islands,10017,10,9878,129
2022-03-28,Andaman and Nicobar Islands,10032,2,9901,129
2022-03-28,Andhra Pradesh,2319475,367,2304378,14730
2022-03-28,Arunachal Pradesh,64484,0,64188,296
2022-03-28,Assam,724196,1360,716197,6639
2022-03-28,Bihar,830453,30,818167,12256
2022-03-28,Chandigarh,91911,23,90723,1165
2022-03-28,Chhattisgarh,1152070,155,1137881,14034
2022-03-28,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-03-28,Delhi,1864549,448,1837950,26151
2022-03-28,Goa,245278,29,241419,3830
2022-03-28,Gujarat,1223871,259,1212670,10942
2022-03-28,Haryana,985019,372,974039,10608
2022-03-28,Himachal Pradesh,284478,183,280162,4133
2022-03-28,Jammu and Kashmir,453658,134,448774,4750
2022-03-28,Jharkhand,435124,69,429740,5315
2022-03-28,Karnataka,3945311,1819,3903442,40050
2022-03-28,Kerala,6531046,4663,6458586,67797
2022-03-28,Ladakh,28218,16,27974,228
2022-03-28,Lakshadweep,11402,0,11350,52
2022-03-28,Madhya Pradesh,1041039,152,1030153,10734
2022-03-28,Maharashtra,7873509,926,7724803,147780
2022-03-28,Manipur,137084,40,134924,2120
2022-03-28,Meghalaya,93758,44,92121,1593
2022-03-28,Mizoram,223856,1219,221956,681
2022-03-28,Nagaland,35470,16,34696,758
2022-03-28,Odisha,1287469,472,1277879,9118
2022-03-28,Puducherry,165774,4,163808,1962
2022-03-28,Punjab,759048,129,741179,17740
2022-03-28,Rajasthan,1282911,300,1273060,9551
2022-03-28,Sikkim,39138,20,38666,452
2022-03-28,Tamil Nadu,3452681,394,3414262,38025
2022-03-28,Telangana,791151,514,786526,4111
2022-03-28,Tripura,100872,2,99951,919
2022-03-28,Uttar Pradesh,2070566,464,2046608,23494
2022-03-28,Uttarakhand,437179,518,428970,7691
2022-03-28,West Bengal,2017202,716,1995289,21197
2022-04-28,Andaman and Nicobar Islands,10035,1,9905,129
2022-04-28,Andhra Pradesh,2319670,14,2304926,14730
2022-04-28,Arunachal Pradesh,64495,0,64199,296
2022-04-28,Assam,724210,9,716215,7986
2022-04-28,Bihar,830547,34,818257,12256
2022-04-28,Chandigarh,92030,60,90805,1165
2022-04-28,Chhattisgarh,1152253,28,1138191,14034
2022-04-28,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-28,Delhi,1878458,4832,1847456,26170
2022-04-28,Goa,245409,39,241538,3832
2022-04-28,Gujarat,1224291,105,1213243,10943
2022-04-28,Haryana,990814,2021,978174,10619
2022-04-28,Himachal Pradesh,284784,66,280584,4134
2022-04-28,Jammu and Kashmir,454021,58,449212,4751
2022-04-28,Jharkhand,435220,28,429875,5317
2022-04-28,Karnataka,3947209,1755,3905397,40057
2022-04-28,Kerala,6540318,2737,6468629,68952
2022-04-28,Ladakh,28245,3,28014,228
2022-04-28,Lakshadweep,11402,0,11350,52
2022-04-28,Madhya Pradesh,1041351,83,1030533,10735
2022-04-28,Maharashtra,7877264,955,7728471,147838
2022-04-28,Manipur,137217,17,135080,2120
2022-04-28,Meghalaya,93795,3,92199,1593
2022-04-28,Mizoram,227237,730,225811,696
2022-04-28,Nagaland,35488,0,34728,760
2022-04-28,Odisha,1288017,133,1278760,9124
2022-04-28,Puducherry,165784,7,163815,1962
2022-04-28,Punjab,759512,172,741592,17748
2022-04-28,Rajasthan,1283471,242,1273677,9552
2022-04-28,Sikkim,39150,2,38696,452
2022-04-28,Tamil Nadu,3453756,447,3415284,38025
2022-04-28,Telangana,791906,276,787519,4111
2022-04-28,Tripura,100880,1,99957,922
2022-04-28,Uttar Pradesh,2073561,1384,2048671,23506
2022-04-28,Uttarakhand,437439,450,429296,7693
2022-04-28,West Bengal,2018119,288,1996630,21201
2022-05-28,Andaman and Nicobar Islands,10043,3,9911,129
2022-05-28,Andhra Pradesh,2319902,58,2305113,14731
2022-05-28,Arunachal Pradesh,64505,1,64208,296
2022-05-28,Assam,724227,4,716237,7986
2022-05-28,Bihar,830750,49,818445,12256
2022-05-28,Chandigarh,92374,91,91118,1165
2022-05-28,Chhattisgarh,1152418,51,1138333,14034
2022-05-28,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-28,Delhi,1905512,1627,1877677,26208
2022-05-28,Goa,245740,106,241802,3832
2022-05-28,Gujarat,1225058,194,1213920,10944
2022-05-28,Haryana,1002025,1096,990308,10621
